uid,gender,birth,age,zip,gender_pred,is_edm_ok,is_company,reject,PC,Phone,Tablet,Other,last_login,rfm_new,rfm_lastmonth,nes,frequency,monetary,recency,maxprice,avgprice,cnt_item,acc_discount,day_of_week,part_of_day,order_region0,order_region1,order_region2,order_store0,order_store1,order_store2,categories_0_,sign3_0,sign3_1,sign3_2,region3_0,region3_1,region3_2,sign6_0,sign6_1,sign6_2,region6_0,region6_1,region6_2,sign12_0,sign12_1,sign12_2,region12_0,region12_1,region12_2
5563819,F,,,104,F,FALSE,FALSE,FALSE,,,,,32,待喚回_低價值,高潛力低貢獻,潛在,,,110,,,,,,,,,,,,,,,,,,,,通訊,周邊,,APPLE周邊,USBHUB/周邊,,生活,周邊,通訊,USBHUB/周邊,燈飾,APPLE周邊
10055643,F,,,104,F,FALSE,FALSE,FALSE,4,0,0,0,43,活躍_中價值,低潛力高貢獻,活耀,1,1350,67,1350,1350,1,0,,,,,,,,,,,,,,,,,,,,,,數位,,,電玩/遊戲,,
20199263,O,,,105,F,FALSE,FALSE,FALSE,,,,,30,活躍_中價值,高忠誠高貢獻,活耀,2,7860,18,4365,3930,15,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
11070249,O,,,105,F,FALSE,FALSE,FALSE,,,,,62,,,潛在,,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16043935,O,,,105,F,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,低潛力高貢獻,活耀,1,2770,51,2770,2770,8,100,5,早上,,,,,,,,衣鞋包錶,生活,,服飾,杯瓶,,,,,,,,,,,,,
5820418,F,,,105,F,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,低潛力低貢獻,活耀,2,353,35,353,176.5,3,0,3,下午,,,,,,,,休閒,,,健身,,,通訊,,,藍牙耳機,,,通訊,,,藍牙耳機,,
10634843,O,,,105,F,FALSE,FALSE,FALSE,,,,,60,待喚回_低價值,非潛力,潛在,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111456,O,,,105,F,FALSE,FALSE,FALSE,,,,,22,沉睡_低價值,非潛力,潛在,,,319,,,,,2,下午,,,,,,,,,,,,,,,,,,,,生活,,,文具,,
12860835,O,,,105,F,FALSE,FALSE,FALSE,,,,,42,活躍_低價值,低潛力低貢獻,活耀,2,1458,36,729,729,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930431,F,,,105,F,FALSE,FALSE,FALSE,,,,,6,活躍_低價值,低潛力高貢獻,活耀,2,1087,63,549,543.5,4,0,3,早上,,,,,,,,日用,周邊,,USBHUB/周邊,辦公傢俱,,,,,,,,生活,,,,,
222472,F,,,105,F,FALSE,FALSE,FALSE,,,,,49,活躍_高價值,低潛力高貢獻,活耀,1,1753,50,1753,1753,3,0,,,,,,,,,,,,,,,,通訊,,,三星旗艦,,,通訊,,,三星旗艦,,
16890490,O,,,106,F,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,非潛力,活耀,1,1198,11,1198,1198,2,0,,,DDBY,DDBY,DDBY,DDBY0V,DDBY0V,DDBY0V,信用卡,,,,,,,家電,,,電風扇,美容護髮,,生活,家電,日用,餐廚,美容護髮,電風扇
14482190,O,,,106,F,FALSE,FALSE,FALSE,,,,,84,活躍_低價值,非潛力,活耀,1,459,86,459,459,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15332512,O,,,106,F,FALSE,FALSE,FALSE,,,,,47,活躍_中價值,低潛力高貢獻,活耀,2,16299,57,15800,8149.5,3,0,2,早上,,,,,,,,,,,,,,美妝,,,,,,美妝,,,理膚寶水,,
17405557,O,,,106,F,FALSE,FALSE,FALSE,,,,,29,沉睡_中價值,非潛力,潛在,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,日用,,,3M科技生活館,,
624859,F,,,106,F,FALSE,FALSE,FALSE,,,,,27,流失_低價值,待喚回低潛力,潛在,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817609,F,,,106,F,FALSE,FALSE,FALSE,,,,,62,活躍_低價值,低潛力高貢獻,活耀,3,3036,58,1899,1012,5,20,1,早上,,,,,,,,生活,,,衛浴,,,,,,,,,,,,,,
20317476,O,,,108,F,FALSE,FALSE,FALSE,,,,,83,活躍_中價值,非潛力,活耀,2,10459,30,10080,5229.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20215849,O,,,108,F,FALSE,FALSE,FALSE,,,,,45,未轉換,,潛在,,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12680196,F,,,108,F,FALSE,FALSE,FALSE,,,,,69,沉睡_低價值,非潛力,潛在,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325466,F,,,108,F,FALSE,FALSE,FALSE,,,,,22,沉睡_低價值,非潛力,潛在,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886607,F,,,108,F,FALSE,FALSE,FALSE,,,,,4,,,潛在,,,,,,,,6,下午,,,,,,,,休閒,,,貓食,,,,,,,,,,,,,,
6149124,F,,,110,F,FALSE,FALSE,FALSE,,,,,18,活躍_低價值,高流失低潛力,活耀,1,3440,8,3440,3440,2,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
18408427,F,19830913,40,110,F,FALSE,FALSE,FALSE,,,,,56,活躍_低價值,非潛力,活耀,2,1386,38,990,693,2,0,4,早上,,,,,,,,日用,,,嬰童紙尿褲,,,,,,,,,,,,,,
16740674,O,,,110,F,FALSE,FALSE,FALSE,,,,,38,活躍_中價值,低潛力高貢獻,活耀,3,170,62,170,56.66666667,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8821152,F,,,110,F,FALSE,FALSE,FALSE,,,,,12,,,潛在,,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13770180,O,,,110,F,FALSE,FALSE,FALSE,,,,,2,活躍_低價值,,活耀,1,1055,2,1055,1055,4,0,1,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
19307699,O,,,110,F,FALSE,FALSE,FALSE,,,,,68,活躍_低價值,低潛力低貢獻,活耀,4,5127,21,3190,1281.75,4,0,7,晚上,,,,,,,,通訊,,,手機平板配件,,,,,,,,,,,,,,
988316,F,,,111,F,FALSE,FALSE,FALSE,,,,,24,活躍_低價值,沉睡1,活耀,1,537,24,537,537,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591859,F,,,111,F,FALSE,TRUE,FALSE,,,,,24,活躍_低價值,非潛力,活耀,1,523,24,523,523,2,92,7,早上,,,,,,,,,,,,,,,,,,,,,,,,,
17389574,O,,,111,F,FALSE,FALSE,FALSE,47,0,0,0,10,活躍_高價值,高忠誠高貢獻,活耀,16,35760,0,8823,2103.529412,95,522,2,早上,,,,,,,,日用,保健,居家,飲料,Logitech/羅技,開架保養,周邊,生活,家電,辦公傢俱,辦公品,雨具,休閒,日用,周邊,飲料,衛生紙,文具
20638725,O,,,111,F,TRUE,FALSE,FALSE,,,,,46,,,活耀,1,840,46,840,840,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17706751,O,,,111,F,FALSE,FALSE,FALSE,,,,,41,流失_低價值,沉睡1,潛在,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007684,F,,,112,F,FALSE,TRUE,FALSE,,,,,64,活躍_低價值,低潛力高貢獻,活耀,1,2569,70,2569,2569,2,0,3,下午,,,,,,,,,,,,,,,,,,,,日用,,,,,
19731402,O,,,112,F,FALSE,FALSE,FALSE,,,,,85,活躍_低價值,低潛力高貢獻,活耀,3,3082,44,1690,1027.333333,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14254083,O,,,112,F,FALSE,FALSE,FALSE,,,,,7,未轉換,,潛在,,,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20142826,O,,,112,F,TRUE,FALSE,FALSE,,,,,3,未轉換,,潛在,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667232,F,,,112,F,FALSE,FALSE,FALSE,,,,,50,活躍_中價值,低潛力高貢獻,活耀,1,340,54,340,340,1,0,4,下午,,,,,,,,日用,,,衛生紙,,,,,,,,,日用,,,,,
9605708,F,,,114,F,FALSE,TRUE,FALSE,1,0,0,0,76,活躍_中價值,高忠誠高貢獻,活耀,5,32936,15,28098,6587.2,11,0,2,下午,,,,,,,,周邊,,,紙類,,,周邊,,,,,,周邊,,,商用列印,噴墨印表機,雷射印表機
299094,F,,,114,F,FALSE,TRUE,FALSE,,,,,31,活躍_高價值,低潛力高貢獻,活耀,3,26041,12,24700,8680.333333,5,1200,5,下午,,,,,,,,,,,,,,,,,,,,,,,,,
12014981,O,,,114,F,FALSE,FALSE,FALSE,0,5,0,0,5,活躍_中價值,高忠誠高貢獻,活耀,3,9370,9,4790,3123.333333,3,200,1,下午,,,,,,,,,,,,,,家電,通訊,食品,Logitech/羅技,鍵盤,餐廚,美妝,日用,生活,Logitech/羅技,3M科技生活館,鍵盤
8608890,F,,,114,F,FALSE,FALSE,FALSE,,,,,84,沉睡_高價值,高流失低潛力,潛在,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,生活,,,,,
5382897,F,,,114,F,FALSE,FALSE,FALSE,,,,,57,活躍_低價值,非潛力,活耀,1,2490,57,2490,2490,1,0,,,,,,,,,,,,,,,,,,,,,,通訊,,,藍牙耳機,,
16256055,O,,,115,F,FALSE,FALSE,FALSE,,,,,90,,,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17662079,F,19911123,32,115,F,FALSE,FALSE,FALSE,,,,,86,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552436,F,,,115,F,FALSE,FALSE,FALSE,,,,,48,活躍_中價值,低潛力高貢獻,活耀,2,7060,48,5447,3530,30,345,4,晚上,,,,,,,,日用,周邊,居家,收納用品,防護抗菌,餐廚,衣鞋包錶,,,鞋材,,,日用,美妝,衣鞋包錶,露天,彩妝美甲,鞋材
9515457,O,,,116,F,FALSE,FALSE,FALSE,,,,,6,活躍_中價值,低潛力高貢獻,活耀,4,8631,3,2890,2157.75,5,686,,,,,,,,,,,,,,,,,,,,,,,,,,,
18129177,O,,,116,F,TRUE,FALSE,FALSE,,,,,75,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17262592,O,,,116,F,FALSE,FALSE,FALSE,,,,,2,活躍_低價值,低潛力高貢獻,活耀,3,5435,2,3377,1811.666667,8,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008645,F,,,116,F,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,非潛力,活耀,1,1582,33,833,791,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7775548,F,,,116,F,FALSE,TRUE,FALSE,,,,,69,活躍_低價值,低潛力高貢獻,活耀,1,1870,69,1870,1870,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18756924,O,,,220,F,FALSE,FALSE,FALSE,,,,,46,活躍_低價值,非潛力,活耀,1,506,36,506,506,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
12248045,O,,,220,F,FALSE,FALSE,FALSE,,,,,1,待喚回_低價值,低潛力高貢獻,潛在,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20708417,F,19730805,50,220,F,FALSE,FALSE,FALSE,,,,,22,活躍_低價值,非潛力,活耀,1,1390,23,1390,1390,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545214,F,20120102,11,220,F,FALSE,FALSE,FALSE,,,,,14,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558937,F,,,220,F,FALSE,FALSE,FALSE,,,,,7,活躍_中價值,低潛力高貢獻,活耀,2,2045,12,685,681.6666667,5,0,7,下午,,,,,,,,,,,,,,,,,,,,日用,,,嬰童紙尿褲,,
10042227,O,,,220,F,FALSE,FALSE,FALSE,,,,,73,沉睡_低價值,高流失低潛力,潛在,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7068521,F,19890825,34,221,F,FALSE,FALSE,FALSE,,,,,10,活躍_中價值,高忠誠高貢獻,活耀,5,4689,6,1211,781.5,22,63,,,DAAG,DBAH,DBAH,DAAG6X,DBAH4D,DBAH4D,LINE PAY,,,,,,,,,,,,,,,,,,
6656705,F,,,221,F,FALSE,FALSE,FALSE,1,0,0,0,1,活躍_低價值,低潛力高貢獻,活耀,5,10123,0,3290,1687.166667,11,22,7,下午,,,,,,,,,,,,,,,,,,,,食品,,,飲料,水,
20477773,O,,,231,F,FALSE,FALSE,FALSE,,,,,81,未轉換,,潛在,,,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648651,F,,,231,F,FALSE,FALSE,FALSE,,,,,28,活躍_低價值,沉睡1,活耀,1,2177,28,2177,2177,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15489629,O,,,231,F,FALSE,FALSE,FALSE,,,,,42,活躍_中價值,,活耀,2,1114,23,616,557,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18856795,O,,,231,F,FALSE,FALSE,FALSE,,,,,42,流失_低價值,沉睡1,潛在,,,413,,,,,2,半夜,,,,,,,,數位,,,相機鏡頭,,,生活,,,寢具枕,,,數位,生活,,CANON,寢具枕,
18609183,F,19950421,28,231,F,FALSE,FALSE,FALSE,,,,,50,活躍_低價值,高潛力低貢獻,活耀,3,3066,15,2020,1022,5,128,6,半夜,,,,,,,,衣鞋包錶,,,電腦包,,,,,,,,,,,,,,
20704054,O,,,231,F,TRUE,FALSE,FALSE,,,,,66,未轉換,,潛在,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281079,F,,,231,F,FALSE,FALSE,FALSE,1,0,0,0,46,活躍_高價值,高忠誠高貢獻,活耀,7,76795,15,25888,10970.71429,16,0,7,晚上,,,,,,,,衣鞋包錶,休閒,通訊,微軟Surface,運動鞋,APPLE周邊,生活,筆電,日用,微軟Surface,飲料,ACER宏碁,數位,食品,日用,ACER宏碁,微軟Surface,電風扇
19285410,F,19720302,51,231,F,FALSE,FALSE,FALSE,2,0,0,0,2,活躍_高價值,低潛力高貢獻,活耀,4,13399,4,9990,3349.75,6,0,4,晚上,,,,,,,,,,,,,,休閒,,,SHIMANO,單車,運動服,休閒,,,單車,運動服,GARMIN
19503509,O,,,231,F,FALSE,FALSE,FALSE,,,,,56,流失_低價值,沉睡1,潛在,,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20751855,O,,,234,F,FALSE,FALSE,FALSE,,,,,40,活躍_低價值,非潛力,活耀,1,720,40,720,720,1,0,4,下午,,,,,,,,,,,,,,,,,,,,,,,,,
21067451,O,,,234,F,TRUE,FALSE,FALSE,,,,,65,,,活耀,1,719,65,719,719,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14383616,O,,,234,F,FALSE,FALSE,FALSE,,,,,29,活躍_低價值,非潛力,活耀,1,495,29,495,495,3,0,,,,,,,,,,,,,,,,休閒,,,小動物,,,休閒,,,小動物,,
9095172,F,,,234,F,FALSE,TRUE,FALSE,,,,,16,未轉換,,潛在,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18843591,O,,,234,F,TRUE,FALSE,FALSE,,,,,3,,,活耀,1,1298,3,1298,1298,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
415149,F,,,234,F,FALSE,FALSE,FALSE,,,,,35,活躍_低價值,非潛力,活耀,1,1599,35,1599,1599,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356658,O,,,234,F,FALSE,FALSE,FALSE,,,,,4,,,潛在,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084087,F,,,235,F,FALSE,TRUE,FALSE,1,0,0,0,39,活躍_中價值,低潛力高貢獻,活耀,1,680,41,680,680,6,0,,,,,,,,,,,,,,,,周邊,3C,,電腦擴充,線材,,周邊,3C,,線材,電腦擴充,
13895165,O,,,235,F,FALSE,FALSE,FALSE,,,,,82,待喚回_低價值,,潛在,,,130,,,,,,,,,,,,,,,,,,,,生活,,,寢具枕,,,生活,,,寢具枕,,
15836336,O,,,235,F,FALSE,FALSE,FALSE,,,,,32,活躍_高價值,高忠誠高貢獻,活耀,3,1312,10,699,437.3333333,7,0,,,,,,,,,,,,,,,,,,,,,,通訊,日用,生活,安卓殼套,專櫃保養,Qi/行電
21039806,O,,,235,F,TRUE,FALSE,FALSE,,,,,28,,,活耀,1,1299,28,1299,1299,1,0,3,下午,,,,,,,,居家,,,燈飾,,,,,,,,,,,,,,
3282341,F,,,235,F,FALSE,FALSE,FALSE,,,,,77,未轉換,,潛在,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15763064,O,,,235,F,FALSE,FALSE,FALSE,,,,,81,活躍_低價值,低潛力高貢獻,活耀,1,1080,34,1080,1080,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11052258,F,,,235,F,FALSE,FALSE,FALSE,,,,,21,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732795,F,,,235,F,TRUE,FALSE,FALSE,,,,,70,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506494,F,,,235,F,TRUE,FALSE,FALSE,,,,,18,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16108455,O,,,235,F,FALSE,FALSE,FALSE,,,,,47,,,活耀,1,4980,51,4980,4980,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18643999,O,,,236,F,FALSE,FALSE,FALSE,,,,,48,沉睡_低價值,,潛在,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14785516,O,,,236,F,FALSE,FALSE,FALSE,,,,,10,活躍_低價值,,活耀,1,699,10,699,699,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11980249,O,,,236,F,FALSE,FALSE,FALSE,,,,,6,活躍_低價值,,活耀,1,1155,7,1155,1155,6,0,2,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
9436942,O,,,236,F,FALSE,FALSE,FALSE,,,,,40,活躍_中價值,高忠誠高貢獻,活耀,4,9684,27,6523,2421,5,567,7,早上,,,,,,,,休閒,衣鞋包錶,,Timberland,,,休閒,,,機能服,,,休閒,家電,,機能服,,
14600257,O,,,238,F,FALSE,FALSE,FALSE,,,,,40,流失_低價值,沉睡1,潛在,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532713,F,,,238,F,FALSE,FALSE,FALSE,,,,,0,活躍_低價值,低潛力高貢獻,活耀,6,8905,28,2540,1272.142857,27,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
18953264,O,,,238,F,FALSE,FALSE,FALSE,,,,,57,活躍_低價值,非潛力,活耀,1,599,57,599,599,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18877737,O,,,238,F,TRUE,FALSE,FALSE,,,,,48,,,活耀,1,369,48,369,369,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15919262,O,,,238,F,FALSE,FALSE,FALSE,,,,,12,活躍_低價值,非潛力,活耀,1,298,12,298,298,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7394661,O,,,238,F,FALSE,FALSE,FALSE,,,,,17,活躍_低價值,高潛力高貢獻,活耀,8,13527,14,4750,1690.875,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19256581,O,,,241,F,FALSE,FALSE,FALSE,,,,,75,活躍_低價值,非潛力,活耀,3,2495,15,998,831.6666667,3,0,,,,,,,,,,,,,,,,休閒,,,歐都納,,,休閒,,,歐都納,,
17051040,O,,,241,F,FALSE,FALSE,FALSE,,,,,20,未轉換,,潛在,,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20671146,F,19850805,38,241,F,FALSE,FALSE,FALSE,,,,,68,流失_低價值,沉睡1,潛在,,,394,,,,,1,半夜,,,,,,,,,,,,,,,,,,,,生活,,,,,
14522133,O,,,241,F,FALSE,FALSE,FALSE,,,,,0,活躍_高價值,低潛力高貢獻,活耀,4,24575,1,16928,6143.75,12,50,5,晚上,,,,,,,,家電,日用,,電暖器,衛生棉,,,,,,,,,,,,,
7005300,F,,,241,F,FALSE,FALSE,FALSE,,,,,29,活躍_中價值,高潛力高貢獻,活耀,2,1787,57,1088,893.5,3,0,3,晚上,,,,,,,,衣鞋包錶,,,鐘錶,,,通訊,,,iPhone殼套,,,通訊,,,iPhone殼套,,
8653129,F,,,241,F,FALSE,FALSE,FALSE,,,,,66,沉睡_低價值,非潛力,潛在,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14122238,O,,,241,F,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,非潛力,活耀,1,1299,34,1299,1299,1,0,,,,,,,,,,,,,,,,,,,,,,衣鞋包錶,,,SKECHERS,,
1107617,F,,,241,F,FALSE,FALSE,FALSE,,,,,66,活躍_低價值,非潛力,活耀,1,818,66,818,818,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8649493,F,,,241,F,FALSE,FALSE,FALSE,2,8,0,0,64,活躍_低價值,低潛力高貢獻,活耀,2,2599,42,1780,1299.5,4,79,7,半夜,,,,,,,,,,,,,,衣鞋包錶,家電,休閒,零食,Qi/行電,曼黛瑪璉,食品,美妝,衣鞋包錶,除濕除蟲,飛利浦,名寢
8032694,O,,,241,F,FALSE,TRUE,FALSE,,,,,5,待喚回_低價值,非潛力,潛在,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15425522,O,,,241,F,TRUE,FALSE,FALSE,3,4,0,0,30,,,活耀,1,0,30,0,0,1,0,1,早上,,,,,,,,通訊,,,Google,,,周邊,,,滑鼠,,,周邊,,,滑鼠,,
18505650,O,,,242,F,TRUE,FALSE,FALSE,1,0,0,0,64,未轉換,,潛在,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671429,F,,,242,F,FALSE,FALSE,FALSE,,,,,0,待喚回_低價值,低潛力高貢獻,潛在,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7415972,O,,,242,F,FALSE,FALSE,FALSE,,,,,67,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375062,M,,,242,F,FALSE,FALSE,FALSE,,,,,29,活躍_低價值,,活耀,1,492,30,492,492,2,68,,,,,,,,,,,,,,,,食品,,,水,南紡食品,,食品,家電,,水,南紡食品,電風扇
13165916,O,,,242,F,FALSE,FALSE,FALSE,,,,,75,沉睡_低價值,非潛力,潛在,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14667656,O,,,242,F,FALSE,FALSE,FALSE,,,,,48,活躍_低價值,非潛力,活耀,2,1677,33,998,838.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043234,F,,,242,F,FALSE,FALSE,FALSE,,,,,1,活躍_低價值,低潛力高貢獻,活耀,1,1700,44,1700,1700,1,0,,,,,,,,,,,,,,,,,,,,,,通訊,,,小米旗艦店,,
17279914,O,,,242,F,TRUE,FALSE,FALSE,,,,,12,活躍_低價值,,活耀,1,2099,12,2099,2099,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417373,F,,,242,F,FALSE,FALSE,FALSE,1,0,0,0,5,活躍_高價值,高忠誠高貢獻,活耀,4,9759,0,5715,2244.75,48,100,3,晚上,,,,,,,,數位,,,SONY,,,生活,休閒,,收納,健身,,休閒,食品,生活,收納,健身,IRIS
20228571,O,,,247,F,FALSE,FALSE,FALSE,,,,,33,流失_低價值,沉睡1,潛在,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7395842,F,,,251,F,TRUE,FALSE,FALSE,,,,,21,活躍_低價值,非潛力,活耀,1,1199,54,1199,1199,2,0,6,早上,,,,,,,,休閒,,,機能鞋,,,,,,,,,,,,,,
18290981,F,19990802,24,251,F,FALSE,FALSE,FALSE,,,,,17,,,活耀,1,235,28,235,235,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13745630,O,,,251,F,FALSE,FALSE,FALSE,,,,,44,,,潛在,,,,,,,,1,下午,,,,,,,,,,,,,,,,,,,,,,,,,
10921277,O,,,251,F,FALSE,FALSE,FALSE,,,,,25,活躍_低價值,,活耀,2,11522,25,10994,5761,2,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595289,F,,,251,F,FALSE,FALSE,FALSE,,,,,35,活躍_低價值,低潛力高貢獻,活耀,1,1490,47,1490,1490,1,0,3,下午,,,,,,,,,,,,,,生活,衣鞋包錶,日用,醫療口罩專區,旅用品,卡通館,生活,美妝,日用,旅用品,醫療口罩專區,沙龍髮品
2071409,F,,,251,F,FALSE,FALSE,FALSE,,,,,70,流失_低價值,沉睡1,潛在,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400956,O,,,300,F,FALSE,FALSE,FALSE,,,,,30,未轉換,非潛力,潛在,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100439,O,,,300,F,FALSE,FALSE,FALSE,4,0,0,0,49,活躍_中價值,低潛力高貢獻,活耀,5,14679,34,4254,2446.5,32,973,1,晚上,,,,,,,,家電,3C,居家,電腦椅,,,休閒,食品,日用,桂格,清淨機,,食品,家電,日用,清淨機,桂格,
16529355,O,,,300,F,FALSE,FALSE,FALSE,,,,,19,活躍_高價值,高忠誠高貢獻,活耀,6,60416,32,37988,10069.33333,13,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
18785115,O,,,300,F,FALSE,FALSE,FALSE,,,,,81,沉睡_低價值,高流失低潛力,潛在,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20874262,O,,,300,F,FALSE,FALSE,FALSE,,,,,35,活躍_低價值,非潛力,活耀,1,380,35,380,380,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114849,F,,,300,F,FALSE,TRUE,FALSE,,,,,3,活躍_高價值,高忠誠高貢獻,活耀,2,8342,15,7062,4171,4,0,,,,,,,,,,,,,,,,通訊,,,,,,美妝,休閒,通訊,沙龍髮品,健身,
20441532,O,,,300,F,FALSE,FALSE,FALSE,,,,,16,活躍_低價值,,活耀,1,467,16,467,467,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861462,F,,,300,F,FALSE,FALSE,FALSE,7,0,0,0,90,活躍_低價值,高忠誠高貢獻,活耀,2,1117,31,727,558.5,3,0,7,下午,,,,,,,,數位,,,藍牙耳機,,,生活,食品,周邊,收納,生活家電,電子鍋/電鍋,生活,通訊,家電,藍牙耳機,耳機/麥克風,零食
20384144,O,,,300,F,FALSE,FALSE,FALSE,,,,,44,流失_低價值,沉睡1,潛在,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119799,F,,,302,F,FALSE,FALSE,FALSE,,,,,13,待喚回_低價值,,潛在,,,138,,,,,4,早上,,,,,,,,,,,,,,,,,,,,食品,,,咖啡,,
12824635,O,,,302,F,FALSE,FALSE,FALSE,,,,,69,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12505480,O,,,302,F,FALSE,FALSE,FALSE,0,2,0,0,30,活躍_低價值,非潛力,活耀,1,590,30,590,590,1,0,7,晚上,,,,,,,,,,,,,,,,,,,,日用,,,洗衣精,,
498384,O,,,302,F,FALSE,FALSE,FALSE,,,,,26,活躍_低價值,低潛力高貢獻,活耀,11,15958,18,3229,886.5555556,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529371,F,,,302,F,FALSE,FALSE,FALSE,,,,,25,活躍_低價值,非潛力,活耀,1,2480,48,2480,2480,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
